Age,Attrition,BusinessTravel,Department,DistanceFromHome,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Higher_Education,Date_of_Hire,Date_of_termination,Status_of_leaving,Mode_of_work,Leaves,Absenteeism,Work_accident,Source_of_Hire,Job_mode
29,No,Travel_Rarely,Research & Development,6,Female,3,1,Laboratory Technician,4,Married,3131,1,No,13,3,1,10,5,10,0,8,Post-Graduation,2011-03-23,,Work Accident,WFH,0,2,Yes,Job Portal,FullTime
33,No,Travel_Frequently,Sales,25,Female,3,2,Sales Executive,3,Married,4539,1,No,12,3,1,10,3,10,0,1,Post-Graduation,2011-01-06,,Work Accident,OFFICE,5,2,No,Recruiter,FullTime
30,No,Travel_Rarely,Research & Development,7,Male,3,2,Laboratory Technician,3,Divorced,3491,1,No,13,3,3,10,4,10,8,9,Graduation,2011-05-26,,Better Opportunity,OFFICE,3,3,No,Job Event,Part Time
44,No,Travel_Rarely,Research & Development,2,Female,4,1,Research Scientist,4,Married,2011,1,No,13,3,1,10,5,10,7,7,Graduation,2011-02-19,,Salary,OFFICE,1,3,Yes,Walk-in,Contract
54,No,Travel_Rarely,Research & Development,3,Male,3,4,Research Director,4,Married,17779,3,No,14,3,0,36,2,10,0,9,12th,2011-04-25,,Salary,WFH,0,0,Yes,Job Event,Part Time
31,No,Travel_Rarely,Research & Development,24,Female,2,2,Healthcare Representative,1,Single,6812,1,No,19,3,0,10,2,10,1,8,12th,2011-04-11,,Dept.Head,OFFICE,5,0,No,Walk-in,Part Time
34,No,Travel_Frequently,Human Resources,11,Male,2,2,Human Resources,2,Married,4490,4,No,11,3,2,14,5,10,1,8,12th,2011-03-27,,Salary,WFH,2,3,Yes,Job Portal,FullTime
44,Yes,Travel_Rarely,Research & Development,15,Female,3,3,Healthcare Representative,4,Married,7978,1,No,11,3,1,10,2,10,0,5,PHD,2011-04-17,,Work Environment,OFFICE,5,1,No,Job Event,Contract
32,No,Travel_Rarely,Sales,8,Male,4,2,Sales Executive,4,Married,6209,1,No,15,3,2,10,4,10,0,8,Post-Graduation,2011-01-21,,Dept.Head,WFH,0,3,No,Job Event,Part Time
32,Yes,Travel_Rarely,Research & Development,7,Male,3,2,Laboratory Technician,3,Married,4883,1,No,18,3,1,10,3,10,1,1,Graduation,2011-05-25,,Work Accident,WFH,0,2,Yes,Recruiter,FullTime
31,No,Non-Travel,Sales,2,Female,3,3,Sales Executive,3,Divorced,9852,1,Yes,19,3,1,10,5,10,9,6,PHD,2011-05-16,,Work Accident,OFFICE,5,0,Yes,Walk-in,FullTime
34,No,Travel_Rarely,Sales,15,Female,3,2,Sales Executive,1,Single,6125,1,No,12,3,0,10,6,10,9,6,PHD,2011-04-20,,Salary,WFH,4,1,Yes,Walk-in,FullTime
58,Yes,Travel_Rarely,Research & Development,7,Female,2,3,Manufacturing Director,1,Married,10008,7,Yes,14,3,0,31,0,10,5,9,Graduation,2011-04-07,,Work Accident,WFH,3,2,No,Job Portal,Part Time
48,No,Travel_Rarely,Research & Development,4,Male,3,3,Manufacturing Director,4,Single,7898,1,No,11,3,0,11,2,10,0,8,PHD,2011-06-28,,Work Accident,OFFICE,0,2,Yes,Walk-in,Contract
31,Yes,Travel_Rarely,Research & Development,22,Male,3,2,Manufacturing Director,3,Married,6179,1,Yes,15,3,2,10,3,10,6,7,12th,2011-05-03,,Better Opportunity,WFH,5,1,No,Job Event,Contract
29,No,Travel_Rarely,Human Resources,17,Male,2,3,Human Resources,1,Single,7988,1,No,13,3,0,10,3,10,0,9,PHD,2011-03-27,,Dept.Head,OFFICE,2,2,Yes,Recruiter,Contract
36,No,Travel_Rarely,Research & Development,4,Male,2,2,Laboratory Technician,4,Single,5810,1,No,16,3,0,10,2,10,1,8,12th,2011-05-22,,Better Opportunity,WFH,4,2,No,Job Event,Part Time
31,Yes,Travel_Frequently,Research & Development,1,Female,4,3,Manufacturing Director,2,Single,7446,1,No,11,3,0,10,2,10,4,7,Post-Graduation,2011-04-05,,Salary,WFH,2,2,Yes,Job Portal,Contract
29,No,Travel_Rarely,Sales,19,Male,2,2,Sales Executive,3,Divorced,8620,1,No,14,3,2,10,3,10,0,4,12th,2011-03-19,,Salary,WFH,0,0,No,Walk-in,FullTime
34,No,Travel_Rarely,Sales,1,Male,2,3,Sales Executive,3,Married,7083,1,Yes,14,3,0,10,3,10,8,6,Graduation,2011-03-01,,Better Opportunity,WFH,3,2,Yes,Job Portal,Contract
37,No,Travel_Rarely,Research & Development,13,Male,3,2,Research Scientist,4,Married,4285,1,No,17,3,0,10,2,10,3,7,PHD,2011-03-11,,Work Environment,OFFICE,1,3,No,Job Portal,FullTime
45,No,Travel_Rarely,Research & Development,1,Male,3,3,Healthcare Representative,2,Divorced,7441,1,No,12,3,3,10,4,10,7,7,PHD,2011-05-06,,Better Opportunity,OFFICE,4,0,No,Job Event,Part Time
30,Yes,Travel_Rarely,Sales,1,Male,2,2,Sales Executive,1,Married,9714,1,No,11,3,1,10,4,10,6,7,Post-Graduation,2011-01-02,,Dept.Head,WFH,5,1,No,Job Event,Part Time
29,No,Travel_Rarely,Research & Development,3,Male,3,1,Laboratory Technician,1,Single,4723,1,Yes,18,3,0,10,3,10,1,5,PHD,2011-02-06,,Salary,WFH,3,1,Yes,Walk-in,FullTime
35,No,Travel_Rarely,Research & Development,28,Male,4,2,Laboratory Technician,3,Married,3407,1,No,17,3,2,10,3,10,6,8,PHD,2011-04-22,,Work Accident,OFFICE,3,3,Yes,Recruiter,Contract
45,No,Travel_Rarely,Research & Development,5,Female,1,2,Laboratory Technician,1,Single,5769,1,Yes,14,3,0,10,3,10,1,4,PHD,2011-03-30,,Work Environment,WFH,4,3,Yes,Walk-in,Part Time
45,No,Non-Travel,Sales,26,Male,2,2,Sales Executive,1,Married,4385,1,No,15,3,1,10,2,10,4,5,Graduation,2011-04-01,,Dept.Head,OFFICE,3,3,Yes,Job Portal,FullTime
39,No,Travel_Rarely,Research & Development,3,Male,2,2,Laboratory Technician,3,Divorced,3069,0,No,15,3,1,11,3,10,0,7,Graduation,2011-04-03,,Dept.Head,WFH,5,0,Yes,Job Event,Contract
45,No,Travel_Rarely,Research & Development,2,Female,2,2,Manufacturing Director,4,Divorced,5770,1,No,19,3,2,10,3,10,3,9,12th,2011-02-26,,Work Environment,WFH,1,3,Yes,Recruiter,Part Time
44,No,Travel_Frequently,Human Resources,1,Male,3,2,Human Resources,4,Married,5743,4,Yes,11,3,0,14,3,10,0,2,Post-Graduation,2011-06-28,,Better Opportunity,OFFICE,3,2,Yes,Recruiter,Part Time
54,No,Travel_Rarely,Research & Development,22,Female,3,4,Manager,3,Married,17426,3,No,25,4,1,36,6,10,4,7,12th,2011-02-28,,Work Accident,WFH,1,0,No,Recruiter,Contract
29,No,Travel_Rarely,Sales,5,Male,2,2,Sales Executive,2,Divorced,4187,1,Yes,13,3,1,10,3,10,0,9,Post-Graduation,2011-05-06,,Work Accident,WFH,4,3,No,Job Portal,Contract
31,No,Travel_Rarely,Sales,5,Female,3,2,Sales Executive,4,Married,5476,1,No,11,3,2,10,2,10,0,2,Post-Graduation,2011-02-24,,Salary,WFH,5,2,No,Recruiter,Contract
34,No,Travel_Rarely,Research & Development,19,Female,2,1,Research Scientist,4,Married,2929,1,No,12,3,0,10,3,10,8,7,12th,2011-03-26,,Better Opportunity,WFH,0,2,No,Job Event,FullTime
43,No,Travel_Rarely,Sales,2,Male,3,2,Sales Executive,4,Married,7847,1,Yes,17,3,1,10,3,10,8,8,Graduation,2011-06-01,,Better Opportunity,OFFICE,5,0,Yes,Job Event,Contract
41,No,Travel_Rarely,Sales,6,Male,3,3,Sales Executive,3,Single,9241,1,No,12,3,0,10,3,10,8,7,Post-Graduation,2011-06-09,,Work Accident,WFH,5,3,Yes,Walk-in,Part Time
46,No,Travel_Rarely,Research & Development,13,Male,3,2,Healthcare Representative,2,Single,5562,6,No,14,3,0,19,3,10,0,9,12th,2011-03-16,,Salary,WFH,4,2,No,Job Event,Contract
30,No,Travel_Rarely,Research & Development,16,Male,3,1,Research Scientist,4,Married,2862,1,No,12,3,1,10,2,10,0,8,Graduation,2011-03-04,,Work Accident,WFH,3,3,Yes,Job Event,Part Time
46,No,Travel_Rarely,Sales,2,Male,3,3,Sales Executive,4,Divorced,10368,4,Yes,12,3,1,13,5,10,0,3,PHD,2011-04-20,,Work Accident,WFH,0,1,Yes,Job Portal,Contract
37,No,Travel_Rarely,Human Resources,8,Male,3,2,Human Resources,2,Divorced,4071,2,No,13,3,0,19,4,10,4,7,Post-Graduation,2011-04-13,,Dept.Head,OFFICE,2,1,No,Recruiter,Contract
35,Yes,Travel_Rarely,Sales,27,Male,3,2,Sales Executive,4,Single,5813,1,Yes,18,3,0,10,2,10,7,7,Graduation,2011-03-20,,Work Environment,OFFICE,4,1,Yes,Job Event,Contract
33,No,Travel_Rarely,Research & Development,8,Male,4,1,Research Scientist,1,Married,3143,6,No,19,3,1,14,1,10,7,6,PHD,2011-05-03,,Work Accident,OFFICE,0,0,No,Walk-in,Part Time
37,Yes,Travel_Rarely,Research & Development,10,Male,3,2,Manufacturing Director,1,Single,4213,1,No,15,3,0,10,4,10,0,8,PHD,2011-02-01,,Salary,OFFICE,4,2,Yes,Job Portal,FullTime
34,No,Travel_Rarely,Sales,8,Male,4,2,Sales Executive,3,Married,6799,1,No,21,4,2,10,5,10,4,8,Graduation,2011-06-12,,Better Opportunity,OFFICE,0,3,Yes,Recruiter,FullTime
36,No,Travel_Rarely,Sales,10,Female,2,2,Sales Executive,3,Married,5673,1,Yes,13,3,1,10,4,10,1,7,Post-Graduation,2011-04-22,,Work Environment,WFH,4,1,Yes,Walk-in,Part Time
31,No,Travel_Rarely,Research & Development,20,Male,3,2,Laboratory Technician,3,Divorced,4197,1,No,11,3,1,10,2,10,0,2,PHD,2011-06-27,,Work Environment,WFH,4,1,No,Walk-in,Contract
36,No,Travel_Frequently,Human Resources,2,Male,2,2,Human Resources,4,Single,3886,1,No,21,4,0,10,2,10,0,8,PHD,2011-03-21,,Work Environment,WFH,1,3,No,Recruiter,Part Time
33,No,Travel_Rarely,Sales,10,Male,3,2,Sales Executive,3,Single,5487,1,No,14,3,0,10,2,10,0,9,PHD,2011-03-01,,Better Opportunity,OFFICE,0,1,Yes,Walk-in,FullTime
39,No,Travel_Rarely,Research & Development,9,Male,3,2,Manufacturing Director,1,Married,5151,1,No,25,4,1,10,3,10,7,9,Post-Graduation,2011-02-02,,Work Accident,WFH,5,2,Yes,Job Event,Contract
31,No,Travel_Frequently,Research & Development,1,Male,1,2,Research Scientist,1,Married,5003,1,No,21,4,0,10,6,10,8,7,Graduation,2011-04-25,,Work Environment,OFFICE,3,3,Yes,Walk-in,FullTime
35,No,Travel_Rarely,Sales,7,Female,3,2,Sales Executive,4,Married,5204,1,Yes,11,3,0,10,2,10,0,9,12th,2011-05-02,,Work Environment,OFFICE,0,2,No,Walk-in,Part Time
31,Yes,Travel_Frequently,Sales,26,Male,3,2,Sales Executive,4,Married,5617,1,Yes,11,3,0,10,4,10,0,8,12th,2011-01-18,,Better Opportunity,OFFICE,1,0,No,Job Event,Contract
43,No,Travel_Rarely,Research & Development,11,Male,3,3,Healthcare Representative,3,Married,7510,1,No,17,3,1,10,1,10,0,9,12th,2011-04-18,,Dept.Head,WFH,1,1,No,Job Event,Contract
55,No,Travel_Rarely,Human Resources,26,Male,4,5,Manager,2,Married,19636,4,Yes,18,3,1,35,0,10,1,4,12th,2011-04-11,,Dept.Head,OFFICE,1,3,No,Walk-in,FullTime
40,No,Travel_Frequently,Research & Development,11,Female,3,2,Laboratory Technician,3,Married,6323,1,No,11,3,1,10,2,10,9,4,Graduation,2011-06-21,,Better Opportunity,OFFICE,5,3,Yes,Recruiter,Contract
35,No,Travel_Rarely,Research & Development,9,Male,3,2,Research Scientist,3,Single,5098,1,No,19,3,0,10,5,10,0,8,Graduation,2011-02-23,,Dept.Head,OFFICE,2,0,Yes,Recruiter,FullTime
56,Yes,Travel_Rarely,Research & Development,7,Male,3,1,Laboratory Technician,3,Married,2339,8,No,11,3,1,14,4,10,9,8,Post-Graduation,2011-04-19,,Work Accident,WFH,5,3,No,Job Portal,Contract
38,No,Travel_Rarely,Sales,10,Female,3,2,Sales Executive,4,Married,5343,1,No,11,3,1,10,1,10,1,9,Graduation,2011-03-26,,Dept.Head,WFH,2,1,No,Job Event,Part Time
35,No,Travel_Frequently,Research & Development,18,Male,3,2,Healthcare Representative,3,Married,5689,1,Yes,14,3,2,10,2,10,0,2,Post-Graduation,2011-02-23,,Salary,WFH,5,1,Yes,Walk-in,Contract
31,No,Travel_Rarely,Research & Development,8,Female,3,2,Manufacturing Director,4,Single,4424,1,No,23,4,0,11,2,11,1,8,12th,2010-03-23,,Work Environment,WFH,2,0,No,Walk-in,FullTime
30,No,Travel_Rarely,Research & Development,2,Male,2,2,Healthcare Representative,4,Married,4152,1,No,19,3,3,11,3,11,10,8,PHD,2010-06-06,,Dept.Head,OFFICE,4,1,Yes,Job Portal,FullTime
30,No,Travel_Rarely,Sales,4,Female,2,2,Sales Executive,2,Divorced,5209,1,Yes,12,3,3,11,4,11,2,7,Graduation,2010-05-28,,Salary,WFH,1,1,Yes,Job Event,FullTime
32,No,Travel_Rarely,Sales,6,Male,3,2,Sales Executive,3,Single,5010,1,No,16,3,0,12,0,11,5,7,12th,2010-06-21,,Work Environment,WFH,2,1,No,Job Event,Contract
34,No,Travel_Rarely,Research & Development,5,Female,2,3,Manager,1,Single,11631,2,No,12,3,0,14,6,11,5,8,12th,2010-01-05,,Work Accident,OFFICE,0,1,No,Job Event,Contract
30,No,Travel_Rarely,Human Resources,9,Male,3,2,Human Resources,4,Married,6347,0,Yes,19,3,0,12,2,11,4,7,Post-Graduation,2010-02-03,,Work Accident,WFH,5,2,No,Job Event,FullTime
30,No,Non-Travel,Research & Development,1,Male,2,3,Manufacturing Director,3,Single,8474,1,No,22,4,0,12,2,11,5,8,Graduation,2010-01-17,,Work Accident,OFFICE,4,2,No,Recruiter,FullTime
29,No,Travel_Frequently,Sales,1,Female,3,3,Sales Executive,4,Married,7918,1,No,14,3,1,11,5,11,4,1,Post-Graduation,2010-06-29,,Dept.Head,OFFICE,3,3,Yes,Recruiter,Part Time
34,No,Travel_Rarely,Research & Development,2,Male,2,2,Manufacturing Director,1,Married,5957,6,No,13,3,1,13,3,11,5,9,12th,2010-01-14,,Work Accident,OFFICE,3,2,Yes,Recruiter,FullTime
35,No,Travel_Rarely,Sales,16,Male,3,3,Sales Executive,2,Married,8020,0,No,15,3,2,12,3,11,6,9,Post-Graduation,2010-03-29,,Better Opportunity,WFH,1,3,Yes,Walk-in,Part Time
38,No,Travel_Rarely,Research & Development,15,Male,2,3,Research Director,4,Divorced,11510,0,Yes,14,3,1,12,3,11,2,9,Graduation,2010-03-30,,Better Opportunity,WFH,1,3,No,Job Event,FullTime
31,No,Travel_Rarely,Research & Development,7,Female,3,3,Manufacturing Director,4,Single,7143,1,Yes,14,3,0,11,2,11,4,10,12th,2010-03-18,,Work Accident,WFH,4,3,Yes,Job Portal,Part Time
30,No,Non-Travel,Research & Development,2,Female,3,1,Laboratory Technician,4,Single,2564,0,No,14,3,0,12,2,11,6,7,Graduation,2010-06-22,,Dept.Head,WFH,0,0,No,Walk-in,Contract
35,No,Travel_Rarely,Sales,1,Male,3,2,Sales Executive,3,Married,4717,9,No,11,3,0,15,2,11,6,9,12th,2010-03-19,,Work Environment,OFFICE,5,1,No,Job Event,Contract
36,No,Travel_Rarely,Research & Development,2,Male,3,1,Laboratory Technician,3,Single,2519,4,No,21,4,0,16,6,11,3,9,Graduation,2010-06-19,,Work Environment,OFFICE,0,3,No,Job Portal,Part Time
40,No,Travel_Rarely,Research & Development,20,Male,3,3,Healthcare Representative,4,Married,10322,4,No,20,4,1,14,6,11,11,1,12th,2010-06-07,,Salary,WFH,3,3,Yes,Walk-in,Contract
36,No,Non-Travel,Research & Development,18,Male,3,2,Manufacturing Director,4,Single,7779,2,No,20,4,0,18,0,11,0,9,Post-Graduation,2010-04-15,,Better Opportunity,WFH,4,3,No,Recruiter,FullTime
29,Yes,Travel_Rarely,Sales,23,Female,2,3,Sales Executive,1,Married,7336,1,No,13,3,1,11,3,11,3,10,12th,2010-06-24,,Work Accident,WFH,3,2,Yes,Walk-in,Part Time
60,No,Travel_Rarely,Sales,7,Male,4,2,Sales Executive,4,Divorced,5220,0,Yes,18,3,1,12,3,11,1,9,Post-Graduation,2010-02-24,,Better Opportunity,WFH,3,1,No,Walk-in,FullTime
30,No,Travel_Rarely,Research & Development,1,Male,3,1,Research Scientist,2,Married,3579,0,Yes,21,4,1,12,2,11,5,7,12th,2010-01-12,,Dept.Head,OFFICE,0,1,No,Job Event,Part Time
36,No,Travel_Frequently,Research & Development,3,Male,3,1,Research Scientist,2,Married,3692,1,No,12,3,0,12,2,11,0,7,Post-Graduation,2010-06-15,,Salary,WFH,4,3,Yes,Walk-in,Part Time
46,No,Travel_Rarely,Sales,4,Female,2,5,Manager,2,Married,18789,2,No,14,3,1,26,2,11,0,8,Post-Graduation,2010-06-28,,Dept.Head,OFFICE,0,2,No,Job Portal,Part Time
34,No,Travel_Frequently,Research & Development,19,Female,3,2,Laboratory Technician,2,Divorced,4444,4,No,13,3,2,15,2,11,5,10,Post-Graduation,2010-05-24,,Salary,WFH,1,2,Yes,Job Event,FullTime
35,No,Travel_Rarely,Research & Development,16,Female,2,3,Healthcare Representative,2,Single,8606,1,No,19,3,0,11,3,11,3,3,Graduation,2010-03-15,,Work Accident,OFFICE,5,3,Yes,Walk-in,Contract
34,No,Travel_Rarely,Sales,7,Male,3,1,Sales Representative,3,Married,2308,0,Yes,25,4,1,12,4,11,5,7,Post-Graduation,2010-06-26,,Work Accident,WFH,1,2,Yes,Recruiter,FullTime
34,No,Travel_Rarely,Research & Development,3,Female,3,2,Research Scientist,2,Divorced,5433,1,No,12,3,1,11,2,11,7,9,12th,2010-06-21,,Salary,WFH,0,3,No,Job Event,Part Time
35,Yes,Travel_Frequently,Sales,12,Male,3,2,Sales Executive,4,Single,4581,3,Yes,24,4,0,13,2,11,6,7,Post-Graduation,2010-04-16,,Salary,OFFICE,4,0,Yes,Recruiter,FullTime
33,No,Non-Travel,Sales,2,Female,3,2,Sales Executive,2,Single,5147,8,No,15,3,0,13,2,11,1,7,PHD,2010-03-12,,Work Environment,OFFICE,5,2,No,Walk-in,Contract
38,No,Non-Travel,Human Resources,2,Male,3,1,Human Resources,2,Divorced,2592,5,No,13,3,3,13,3,11,3,8,12th,2010-04-18,,Work Accident,OFFICE,5,3,Yes,Job Portal,Part Time
29,No,Travel_Frequently,Research & Development,20,Male,3,1,Laboratory Technician,4,Married,3812,1,No,13,3,0,11,3,11,3,10,12th,2010-04-13,,Work Environment,OFFICE,1,2,No,Job Portal,Part Time
31,No,Non-Travel,Research & Development,10,Female,3,3,Research Director,3,Married,11031,4,No,20,4,1,13,2,11,4,8,12th,2010-04-28,,Work Environment,WFH,1,2,Yes,Job Event,Part Time
40,No,Travel_Rarely,Sales,2,Female,3,2,Sales Executive,2,Married,5677,3,No,14,3,1,15,4,11,5,10,PHD,2010-06-13,,Work Environment,WFH,3,2,Yes,Walk-in,Part Time
34,No,Travel_Rarely,Research & Development,7,Female,3,3,Research Director,2,Single,11994,0,No,11,3,0,13,4,12,2,11,PHD,2009-02-25,,Dept.Head,WFH,3,2,Yes,Job Event,Contract
30,No,Travel_Frequently,Research & Development,1,Female,3,2,Laboratory Technician,4,Single,4011,1,No,23,4,0,12,2,12,3,7,Graduation,2009-05-25,,Better Opportunity,WFH,1,1,Yes,Recruiter,FullTime
40,No,Travel_Rarely,Sales,4,Male,2,3,Sales Executive,4,Married,10855,7,No,11,3,1,15,2,12,2,11,Graduation,2009-03-31,,Salary,OFFICE,1,1,No,Walk-in,Part Time
30,No,Non-Travel,Research & Development,9,Male,3,2,Laboratory Technician,1,Divorced,3072,1,No,11,3,2,12,4,12,6,10,Graduation,2009-01-12,,Salary,OFFICE,3,1,No,Job Portal,Part Time
53,No,Travel_Rarely,Research & Development,23,Female,3,4,Research Director,4,Single,14275,6,No,18,3,0,33,0,12,3,8,12th,2009-01-19,,Dept.Head,OFFICE,4,1,Yes,Walk-in,Contract
50,No,Travel_Rarely,Research & Development,24,Male,3,4,Manufacturing Director,3,Married,13973,3,Yes,18,3,1,22,2,12,1,5,12th,2009-03-12,,Work Environment,OFFICE,3,2,Yes,Job Portal,Contract
44,No,Travel_Rarely,Sales,28,Female,4,4,Sales Executive,4,Married,13320,3,Yes,18,3,1,23,2,12,11,11,Graduation,2009-03-12,,Dept.Head,OFFICE,4,2,No,Job Event,Contract
46,No,Travel_Rarely,Sales,3,Male,3,4,Manager,3,Married,17465,3,No,12,3,1,23,3,12,4,9,Graduation,2009-03-25,,Work Environment,OFFICE,5,0,Yes,Recruiter,Contract
40,No,Travel_Rarely,Research & Development,2,Female,4,2,Healthcare Representative,3,Divorced,6377,5,No,20,4,3,15,0,12,11,8,12th,2009-02-03,,Work Environment,WFH,5,3,No,Job Event,Contract
42,No,Travel_Frequently,Research & Development,9,Female,3,1,Laboratory Technician,4,Single,3673,1,No,13,3,0,12,3,12,5,8,PHD,2009-03-25,,Dept.Head,WFH,3,2,No,Job Portal,Part Time
57,No,Travel_Rarely,Research & Development,1,Male,4,2,Research Scientist,3,Married,4900,0,No,24,4,1,13,2,12,2,8,Graduation,2009-03-02,,Work Accident,OFFICE,0,1,No,Walk-in,Part Time
31,No,Travel_Rarely,Sales,29,Female,2,2,Sales Executive,4,Married,5468,1,No,14,3,2,13,3,12,5,7,12th,2009-03-16,,Work Accident,OFFICE,2,0,No,Walk-in,FullTime
36,No,Travel_Rarely,Research & Development,10,Male,3,3,Healthcare Representative,1,Married,8321,7,Yes,13,3,1,15,1,12,5,7,Post-Graduation,2009-04-30,,Salary,WFH,1,0,No,Job Event,Part Time
30,No,Travel_Rarely,Research & Development,1,Male,3,1,Laboratory Technician,2,Married,3748,1,No,13,3,0,12,6,12,1,7,Graduation,2009-06-01,,Dept.Head,WFH,2,1,No,Recruiter,FullTime
38,No,Non-Travel,Research & Development,6,Female,1,2,Research Scientist,4,Divorced,5329,7,Yes,12,3,3,17,3,13,1,9,PHD,2008-02-10,,Salary,OFFICE,2,2,Yes,Job Portal,FullTime
51,No,Travel_Frequently,Research & Development,1,Female,2,3,Healthcare Representative,1,Single,7484,3,No,20,4,0,23,1,13,12,8,12th,2008-03-10,,Work Environment,OFFICE,2,3,No,Job Portal,Contract
36,No,Travel_Rarely,Research & Development,5,Male,3,2,Laboratory Technician,2,Single,5914,8,No,16,3,0,16,3,13,3,7,Graduation,2008-03-07,,Work Environment,WFH,0,2,Yes,Job Portal,Part Time
32,No,Travel_Rarely,Sales,7,Male,2,2,Sales Executive,3,Married,5484,1,No,14,3,1,13,3,13,4,8,Post-Graduation,2008-06-09,,Dept.Head,WFH,1,1,No,Job Event,FullTime
32,No,Travel_Rarely,Sales,8,Female,2,2,Sales Executive,2,Married,5228,1,Yes,11,3,0,13,2,13,11,9,PHD,2008-04-09,,Salary,WFH,2,0,No,Job Portal,Contract
36,No,Travel_Frequently,Sales,3,Male,2,3,Sales Executive,4,Married,9699,4,No,11,3,1,16,2,13,1,12,12th,2008-05-05,,Better Opportunity,WFH,2,0,Yes,Walk-in,Part Time
31,No,Travel_Rarely,Research & Development,7,Female,3,2,Manufacturing Director,1,Married,4306,1,No,12,3,1,13,5,13,3,12,PHD,2008-02-23,,Salary,WFH,4,0,Yes,Walk-in,Contract
37,No,Non-Travel,Research & Development,25,Female,3,2,Research Scientist,3,Married,4449,3,Yes,15,3,2,15,2,13,10,7,Graduation,2008-02-22,,Work Environment,OFFICE,3,1,No,Job Portal,Part Time
31,No,Travel_Rarely,Research & Development,9,Male,3,3,Manufacturing Director,2,Divorced,10648,1,No,25,4,1,13,6,13,0,8,PHD,2008-05-18,,Dept.Head,WFH,3,3,Yes,Job Portal,Contract
33,No,Travel_Frequently,Research & Development,6,Male,3,2,Healthcare Representative,4,Divorced,7725,3,No,23,4,1,15,2,13,4,7,Graduation,2008-02-20,,Work Environment,WFH,2,0,Yes,Job Event,Contract
33,No,Travel_Rarely,Research & Development,7,Male,3,3,Research Director,3,Married,11691,0,No,11,3,0,14,3,13,3,7,Graduation,2008-05-29,,Work Accident,WFH,2,3,Yes,Recruiter,FullTime
35,No,Travel_Rarely,Research & Development,25,Male,2,3,Manufacturing Director,2,Married,10903,3,No,16,3,0,16,2,13,4,8,Post-Graduation,2008-01-22,,Better Opportunity,OFFICE,4,1,Yes,Walk-in,Contract
33,Yes,Travel_Frequently,Research & Development,29,Female,2,2,Research Scientist,3,Single,4508,1,No,22,4,0,14,4,13,3,8,Graduation,2008-01-21,,Salary,OFFICE,1,3,Yes,Recruiter,FullTime
34,No,Travel_Frequently,Research & Development,1,Male,2,2,Healthcare Representative,1,Single,5343,0,No,20,4,0,14,3,13,4,9,PHD,2008-01-22,,Salary,OFFICE,5,1,No,Job Portal,Contract
35,No,Non-Travel,Sales,8,Female,2,3,Sales Executive,4,Married,10377,4,Yes,11,3,1,16,6,13,4,12,PHD,2008-05-25,,Work Environment,OFFICE,1,0,Yes,Job Event,Contract
31,No,Travel_Rarely,Sales,8,Male,3,3,Sales Executive,4,Divorced,10793,1,No,18,3,1,13,5,13,9,9,PHD,2008-03-15,,Better Opportunity,OFFICE,1,1,No,Job Portal,Part Time
34,No,Travel_Rarely,Sales,3,Male,1,2,Sales Executive,1,Single,4759,3,No,18,3,0,15,2,13,3,12,12th,2008-03-24,,Better Opportunity,OFFICE,3,3,No,Walk-in,Part Time
46,No,Travel_Rarely,Sales,3,Female,3,4,Manager,2,Married,16606,8,No,12,3,1,23,2,13,5,1,PHD,2008-04-07,,Work Accident,WFH,5,3,Yes,Walk-in,FullTime
35,Yes,Travel_Rarely,Sales,10,Male,2,3,Sales Executive,1,Married,10306,9,No,17,3,0,15,3,13,6,0,Graduation,2008-04-20,,Work Accident,WFH,4,2,Yes,Walk-in,Part Time
38,No,Travel_Frequently,Research & Development,1,Male,3,2,Research Scientist,4,Married,4735,7,No,15,3,2,19,4,13,2,9,Post-Graduation,2008-02-03,,Salary,WFH,5,3,No,Job Portal,FullTime
36,No,Travel_Rarely,Sales,2,Female,3,2,Sales Representative,4,Single,4502,3,No,15,3,0,17,2,13,6,7,PHD,2008-03-09,,Work Accident,WFH,0,0,Yes,Job Portal,Contract
42,No,Travel_Rarely,Research & Development,6,Male,3,3,Research Director,1,Married,13348,9,No,13,3,1,18,3,13,5,7,Graduation,2008-06-22,,Better Opportunity,WFH,2,3,Yes,Job Portal,FullTime
47,No,Non-Travel,Research & Development,1,Female,3,3,Research Director,2,Married,11957,0,No,18,3,2,14,3,13,5,12,PHD,2008-04-19,,Dept.Head,OFFICE,3,1,Yes,Job Event,Part Time
56,No,Non-Travel,Research & Development,1,Male,3,2,Healthcare Representative,3,Divorced,6306,1,No,21,4,1,13,2,13,1,9,PHD,2008-06-24,,Better Opportunity,OFFICE,5,0,Yes,Job Portal,Part Time
53,No,Travel_Rarely,Research & Development,5,Female,3,5,Manager,3,Divorced,19094,4,No,11,3,1,26,3,14,4,8,Post-Graduation,2007-03-13,,Work Environment,WFH,5,2,Yes,Walk-in,FullTime
32,Yes,Travel_Rarely,Sales,4,Male,1,3,Sales Executive,4,Married,10400,1,No,11,3,0,14,2,14,9,8,PHD,2007-01-12,,Salary,WFH,2,3,Yes,Job Event,Part Time
